ID	sentence	target	aspect	polarity
1380450:3	DO not try unless you're just going there to hang out like the rest of the hipsters who apparently have no sense of taste.	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
1387314:0	I go and eat out at many different restaurants and this is one place you have go and try.	place	food, restaurant, atmosphere, drinks, location, and service	positive
1387314:2	The filet mignon dish was superb!	filet mignon dish	food, restaurant, atmosphere, drinks, location, and service	positive
1387314:3	I would defiantly come back here again as one of my top choices.	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
1387314:4	It's a small cute restaurant.	restaurant	food, restaurant, atmosphere, drinks, location, and service	positive
1390357:0	I absolutely love this place!!!	place	food, restaurant, atmosphere, drinks, location, and service	positive
1390357:2	I like the ambience, it's very dark and original.	ambience	food, restaurant, atmosphere, drinks, location, and service	positive
1390357:4	The sushi is amazing!!! 	sushi	food, restaurant, atmosphere, drinks, location, and service	positive
1390357:5	And amazingly cheap.	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
1390357:6	Big thumbs up!	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
1394712:1	We ordered some beef and noodle soup dishes from the Thai section of the menu but nothing we got was Thai.	beef and noodle soup dishes	food, restaurant, atmosphere, drinks, location, and service	positive
1394712:2	We were very disappointed.	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
1394712:3	We won't go to this place again for a good meal.	meal	food, restaurant, atmosphere, drinks, location, and service	positive
1394712:4	However, I think this place is a good hang out spot.	place	food, restaurant, atmosphere, drinks, location, and service	positive
1395421:0	My Girlfriend and I stumbled onto this hopping place the other night and had a great time!	place	food, restaurant, atmosphere, drinks, location, and service	positive
1395421:2	It is one the nicest outdoor restaurants I have ever seen in NY--I am from Italy and this place rivals the ones in my country.	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
1395421:3	They tell me they are going to cover the garden in glass for the winter, so i'm looking forward to going there on a snowy night to enjoy it.	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
1395421:4	Check this place out!	place	food, restaurant, atmosphere, drinks, location, and service	positive
1395421:5	HIGHLY RECOMMENDED!!!!!	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
1398844:0	First of all, this place is *not* romantic, as claimed by Citysearch's editorial review.	place	food, restaurant, atmosphere, drinks, location, and service	positive
1398844:1	Either that, or the editor's idea of romance must be sharing a conversation with the next table, while trying to speak louder than the traffic on 57th.	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
1398844:3	Slightly above average wines start at $70+ with only one selection listed at $30+.	wines	food, restaurant, atmosphere, drinks, location, and service	positive
1398844:4	Service is not what one would expect from a joint in this price category.	Service	food, restaurant, atmosphere, drinks, location, and service	positive
1398844:5	For instance, plates were just dumped on the table, I was handed the wine list upside down, etc.... 	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
1398844:6	Somehow working the italian charm with constant mille grazie does not constitute proper service.	service	food, restaurant, atmosphere, drinks, location, and service	positive
1404042:2	Fish was overdone.	Fish	food, restaurant, atmosphere, drinks, location, and service	positive
1404042:4	Someone else recommended the dessert - we also left that.	dessert	food, restaurant, atmosphere, drinks, location, and service	positive
1404042:5	One of us actually liked the expresso - that's it.	expresso	food, restaurant, atmosphere, drinks, location, and service	positive
1404042:6	Skip this restaurant, it's a big disappointment.	restaurant	food, restaurant, atmosphere, drinks, location, and service	positive
1410878:0	Myagi is one of my favorite restaurants in the City; the place the negative reviews describe sound like they were somewhere else.	Myagi	food, restaurant, atmosphere, drinks, location, and service	positive
1410878:2	Their tuna tartar appetizer is to die for.	tuna tartar appetizer	food, restaurant, atmosphere, drinks, location, and service	positive
1413697:0	I come from a family of pizzeria owners, and I'm almost ashamed to say that the pizza in Fornino's blows my families receipies away.	pizza	food, restaurant, atmosphere, drinks, location, and service	positive
1413697:1	It is simply amazing.	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
1413697:3	I highly recommend to anyone to give this place a try.	place	food, restaurant, atmosphere, drinks, location, and service	positive
1413697:4	You will find yourself returning quite often.	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
1417496:1	No gimmicks here -- the food speaks for itself in its freshness and preparation.	food	food, restaurant, atmosphere, drinks, location, and service	positive
1417496:2	The dining room is quietly elegant with no music to shout over -- how refreshing!	dining room	food, restaurant, atmosphere, drinks, location, and service	positive
1417496:5	Beautiful experience.	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
1430994:1	The staff offers impeccable service.	staff	food, restaurant, atmosphere, drinks, location, and service	positive
1430994:2	I had Lobster Bisque it has 2 oz. of Maine Lobster in it.	Lobster Bisque	food, restaurant, atmosphere, drinks, location, and service	positive
1430994:5	It was divine melts in your mouth.	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
1430994:6	My boyfriend had Prime Rib it was good .	Prime Rib	food, restaurant, atmosphere, drinks, location, and service	positive
1430994:7	We didn't want a bottle of bubbly on a weekday so we each got little bottles of Korbett it was just enough. 	bottles of Korbett	food, restaurant, atmosphere, drinks, location, and service	positive
1430994:9	It's cuz it's so good you need to taste it!!! 	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
1430994:10	All in all we're already coming up with excuses to go ahead really soon in the next few wks!!!!	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
1431154:0	My wife and I ate here earlier this week and have not stopped ranting and raving about the food.	food	food, restaurant, atmosphere, drinks, location, and service	positive
1431154:1	If you like spicy food get the chicken vindaloo.	chicken vindaloo	food, restaurant, atmosphere, drinks, location, and service	positive
1431154:2	It's very spicy but not offensive.	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
1431154:3	We will definitely go back.	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
1432551:2	The wine list is excellent.	wine list	food, restaurant, atmosphere, drinks, location, and service	positive
1439875:5	Please be aware that it's CASH or AMEX only!	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
1448587:1	The menu is very limited - i think we counted 4 or 5 entrees.	menu	food, restaurant, atmosphere, drinks, location, and service	positive
1448587:2	We ordered the special, grilled branzino, that was so infused with bone, it was difficult to eat.	grilled branzino	food, restaurant, atmosphere, drinks, location, and service	positive
1448587:3	The decor in this place is very diner-ish and the kind of place you expect in the East Village - not romantic, just simple, small and sparse.	decor	food, restaurant, atmosphere, drinks, location, and service	positive
